,TournamentID,TournamentName,StartDate,EndDate,IsOver,IsInProgress,CourseName,Location,Par,Yards,Purse,StartDateTime,Canceled,Covered,City,State,ZipCode,Country,TimeZone,Format,SportRadarTournamentID,OddsCoverage,tournamentName_Clean,tournamentName,courseName,courseLocation
180,454,2021 Masters Tournament,2021-04-08,2021-04-11,True,False,Augusta National Golf Club,"Augusta, GA",72.0,7475.0,11500000.0,2021-04-08T08:00:00,False,True,Augusta,GA,,USA,America/New York,Stroke,a241ae87-6283-45fe-baef-22c2cb24d3b6,Full,The Masters Tournament,2021 Masters Tournament,Augusta National Golf Club,"Augusta, GA"
181,432,Valero Texas Open,2021-04-01,2021-04-04,True,False,TPC San Antonio (Oaks Course),"San Antonio, TX",72.0,7494.0,7700000.0,2021-04-01T08:25:00,False,True,San Antonio,TX,,USA,America/Chicago,Stroke,0f42ef2a-196d-47b0-ac8d-429ec77b8b3d,Full,Valero Texas Open,Valero Texas Open,TPC San Antonio (Oaks Course),"San Antonio, TX"
182,373,Corales Puntacana Resort & Club Championship,2021-03-25,2021-03-28,True,False,Corales Golf Course,"Punta Cana, Dom",72.0,7670.0,3000000.0,2021-03-25T06:45:00,False,True,Punta Cana,,,DOM,America/Dominica,Stroke,e8d09c79-21e7-4c40-bde4-9f3f3a1e9d65,Full,Corales Puntacana Championship,Corales Puntacana Resort & Club Championship,Puntacana Resort & Club (Corales Golf Course),"Punta Cana, Dominican Republic"
183,431,WGC-Dell Technologies Match Play,2021-03-24,2021-03-28,False,False,Austin Country Club,"Austin, TX",71.0,7108.0,10500000.0,,False,False,Austin,TX,,USA,America/Chicago,Match,8fd31d7c-2357-448b-b16f-e1953fe77757,Limited,WGC-Dell Technologies Match Play,WGC-Dell Technologies Match Play,Austin Country Club,"Austin, TX"
184,430,The Honda Classic,2021-03-18,2021-03-21,True,False,PGA National (Champion),"Palm Beach Gardens, FL",70.0,7125.0,7000000.0,2021-03-18T07:25:00,False,True,Palm Beach Gardens,FL,,USA,America/New York,Stroke,c5068725-96da-4cee-81b1-054e1ef1b7c9,Full,Cognizant Classic,The Honda Classic,PGA National Resort & Spa (The Champion),"Palm Beach Gardens, FL"
185,429,THE PLAYERS Championship,2021-03-11,2021-03-14,True,False,TPC Sawgrass,"Ponte Vedra Beach, FL",72.0,7189.0,15000000.0,2021-03-11T06:45:00,False,True,Ponte Vedra Beach,FL,,USA,America/New York,Stroke,452f32b4-d349-4963-89be-208c018d7e04,Full,THE PLAYERS Championship,THE PLAYERS Championship,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL"
186,428,Arnold Palmer Invitational Pres. By Mastercard,2021-03-04,2021-03-07,True,False,Bay Hill Club & Lodge,"Orlando, FL",72.0,7466.0,9300000.0,2021-03-04T07:00:00,False,True,Orlando,FL,,USA,America/New York,Stroke,ffa05b35-6dfe-4463-95a6-7b2747b306aa,Full,Arnold Palmer Invitational,Arnold Palmer Invitational Pres. By Mastercard,Arnold Palmer's Bay Hill Club & Lodge,"Orlando, FL"
187,426,Puerto Rico Open,2021-02-25,2021-02-28,True,False,Grand Reserve Country Club,"Rio Grande, Pur",72.0,7506.0,3000000.0,2021-02-25T06:00:00,False,True,Rio Grande,,,PUR,America/Puerto Rico,Stroke,b3e0f344-fc79-4218-bb89-85c04c38d76e,Full,Puerto Rico Open,Puerto Rico Open,Grand Reserve Country Club,"Rio Grande, Puerto Rico"
188,427,WGC-Workday Championship at The Concession,2021-02-25,2021-02-28,True,False,The Concession Golf Club,"Bradenton, FL",72.0,7564.0,10500000.0,2021-02-25T10:58:00,False,True,Bradenton,FL,,USA,America/New York,Stroke,583a283d-73df-48ac-9351-f7c880f7408a,Full,WGC-Workday Championship,WGC-Workday Championship at The Concession,The Concession Golf Club,"Bradenton, FL"
189,425,The Genesis Invitational,2021-02-18,2021-02-21,True,False,The Riviera Country Club,"Pacific Palisades, CA",71.0,7322.0,9300000.0,2021-02-18T09:40:00,False,True,Pacific Palisades,CA,,USA,America/Los Angeles,Stroke,46baf205-e4e6-4c74-81d5-862d7b7639d9,Full,The Genesis Invitational,The Genesis Invitational,Riviera Country Club,"Pacific Palisades, CA"
190,424,AT&T Pebble Beach Pro-Am,2021-02-11,2021-02-14,True,False,Pebble Beach Golf Links,"Pebble Beach, CA",72.0,7041.0,7800000.0,2021-02-11T11:30:00,False,True,Pebble Beach,CA,,USA,America/Los Angeles,Stroke,16b5eb1c-7d98-47e2-b613-2ffd85840920,Full,AT&T Pebble Beach Pro-Am,AT&T Pebble Beach Pro-Am,Spyglass Hill GC,"Pebble Beach, CA"
191,423,Waste Management Phoenix Open,2021-02-04,2021-02-07,True,False,TPC Scottsdale,"Scottsdale, AZ",71.0,7261.0,7300000.0,2021-02-04T09:20:00,False,True,Scottsdale,AZ,,USA,America/Phoenix,Stroke,976a817d-ad4b-4910-ac6a-c601197dabf2,Full,Waste Management Phoenix Open,Waste Management Phoenix Open,TPC Scottsdale (Stadium Course),"Scottsdale, AZ"
192,422,Farmers Insurance Open,2021-01-28,2021-01-31,True,False,Torrey Pines (South),"San Diego, CA",72.0,7258.0,7500000.0,2021-01-28T12:00:00,False,True,San Diego,CA,,USA,America/Los Angeles,Stroke,ce95bf8a-098d-4e91-9174-2a20081e21cc,Full,Farmers Insurance Open,Farmers Insurance Open,Torrey Pines (North Course),"La Jolla, CA"
193,419,The American Express,2021-01-21,2021-01-24,True,False,PGA WEST (Stadium),"La Quinta, CA",72.0,7181.0,6700000.0,2021-01-21T12:10:00,False,True,La Quinta,CA,,USA,America/Los Angeles,Stroke,cf853393-3d3f-42c6-87c0-6253f461797c,Full,Desert Classic,The American Express,La Quinta Country Club,"La Quinta, CA"
194,421,Sony Open in Hawaii,2021-01-14,2021-01-17,True,False,Waialae Country Club,"Honolulu, HI",70.0,7044.0,6600000.0,2021-01-14T12:10:00,False,True,Honolulu,HI,,USA,Pacific/Honolulu,Stroke,cd6cb511-5081-4bcf-a76d-7442237ebca4,Full,Sony Open in Hawaii,Sony Open in Hawaii,Waialae Country Club,"Honolulu, HI"
195,420,Sentry Tournament of Champions,2021-01-07,2021-01-10,True,False,Plantation Course at Kapalua,"Kapalua, Maui, HI",73.0,7596.0,6700000.0,2021-01-07T14:10:00,False,True,"Kapalua, Maui",HI,,USA,Pacific/Honolulu,Stroke,96d597b4-4f60-4126-be7b-277a3736c92e,Full,Tournament of Champions,Sentry Tournament of Champions,Kapalua Resort (Plantation Course),"Kapalua, HI"
196,418,QBE Shootout,2020-12-11,2020-12-13,False,False,Tiburón Golf Course,"Naples, FL",72.0,6556.0,3600000.0,,False,False,Naples,FL,,USA,America/New York,Stroke,,Limited,QBE Shootout,QBE Shootout,Tiburón Golf Course,"Naples, FL"
197,416,Hero World Challenge,2020-12-03,2020-12-06,False,False,Albany,"New Providence, Bahamas",72.0,7309.0,,,True,False,New Providence,,,BAH,America/Nassau,Stroke,be4564fe-6831-416e-b548-bea2eb893530,,Hero World Challenge,Hero World Challenge,Albany,"New Providence, Bahamas"
198,415,Mayakoba Golf Classic presented by UNIFIN,2020-12-03,2020-12-06,True,False,El Camaleon Golf Club,"Playa del Carmen, Mex",71.0,7017.0,7200000.0,2020-12-03T07:10:00,False,True,Playa del Carmen,,,MEX,America/Cancun,Stroke,3abcd172-7f69-48ee-ac11-7ff42e7cc2bb,Full,World Wide Technology Championship,Mayakoba Golf Classic presented by UNIFIN,El Camaleón Golf Course at Mayakoba,"Quintana Roo, Mexico"
199,414,The RSM Classic,2020-11-19,2020-11-22,True,False,Sea Island Resort (Seaside),"Sea Island, GA",70.0,7005.0,6600000.0,2020-11-19T09:30:00,False,True,Sea Island,GA,,USA,America/New York,Stroke,d682034f-985e-4ddd-bd55-c8c68e13d0ce,Full,RSM Classic,The RSM Classic,Sea Island Resort (Seaside Course),"Saint Simons Island, GA"
200,375,2020 Masters Tournament,2020-11-12,2020-11-15,True,False,Augusta National Golf Club,"Augusta, GA",72.0,7475.0,,2020-11-12T07:00:00,False,True,Augusta,GA,,USA,America/New York,Stroke,1dd9d68d-dcdf-4238-a82b-ed2077ea799d,Full,The Masters Tournament,2020 Masters Tournament,Augusta National Golf Club,"Augusta, GA"
201,413,Vivint Houston Open,2020-11-05,2020-11-08,True,False,Memorial Park Golf Course,"Houston, TX",70.0,7432.0,7000000.0,2020-11-05T07:45:00,False,True,Houston,TX,,USA,America/Chicago,Stroke,ab24b7f0-66ac-4533-8124-a79ffa344cd5,Full,Houston Open,Vivint Houston Open,Memorial Park Golf Course,"Houston, TX"
202,412,Bermuda Championship,2020-10-29,2020-11-01,True,False,Port Royal Golf Course,"Southampton, Ber",71.0,6828.0,4000000.0,2020-10-29T06:35:00,False,True,Southampton,,,BER,Atlantic/Bermuda,Stroke,b32efff9-b2ce-4d7a-9bd5-b6a6203e2e86,Full,Bermuda Championship,Bermuda Championship,Port Royal Golf Course,"Southampton Parish, Bermuda"
203,411,WGC-HSBC CHAMPIONS,2020-10-29,2020-11-01,False,False,Sheshan International GC,"Shanghai, China",72.0,7261.0,,,True,False,,,,,,,5239280b-f9ba-4599-899a-ed81b6ca2f52,,WGC-HSBC Champions,WGC-HSBC CHAMPIONS,Sheshan International GC,"Shanghai, China"
204,410,The ZOZO CHAMPIONSHIP,2020-10-22,2020-10-25,True,False,Sherwood Country Club,"Thousand Oaks, CA",72.0,7073.0,8000000.0,2020-10-22T12:50:00,False,True,Thousand Oaks,CA,,USA,America/Los Angeles,Stroke,99aca214-468e-42ca-9efa-ff684ad237f7,Full,Zozo Championship,The ZOZO CHAMPIONSHIP,Sherwood CC in Thousand Oaks,"Thousand Oaks, CA"
205,409,THE CJ CUP @ SHADOW CREEK,2020-10-15,2020-10-18,True,False,Shadow Creek Golf Course,"Las Vegas, NV",72.0,7527.0,9750000.0,2020-10-15T12:45:00,False,True,Las Vegas,NV,,USA,America/Los Angeles,Stroke,a1028f30-78a9-4b73-90b8-8e281ba706db,Full,CJ Cup,THE CJ CUP @ SHADOW CREEK,Shadow Creek Golf Course,"Las Vegas, NV"
206,403,Shriners Hospitals for Children Open,2020-10-08,2020-10-11,True,False,TPC Summerlin,"Las Vegas, NV",71.0,7255.0,7000000.0,2020-10-08T09:45:00,False,True,Las Vegas,NV,,USA,America/Los Angeles,Stroke,fa083745-6b9c-4fb7-8789-3841a42ca513,Full,Shriners Children's Open,Shriners Hospitals for Children Open,TPC Summerlin,"Las Vegas, NV"
207,408,Sanderson Farms Championship,2020-10-01,2020-10-04,True,False,Country Club of Jackson,"Jackson, MS",72.0,7461.0,6600000.0,2020-10-01T08:05:00,False,True,Jackson,MS,,USA,America/Chicago,Stroke,c1ecfe2c-bc88-46a5-9f45-f2afb948ebf4,Full,Sanderson Farms Championship,Sanderson Farms Championship,Country Club of Jackson,"Jackson, MS"
208,456,Corales Puntacana Resort & Club Championship,2020-09-24,2020-09-27,True,False,Corales Golf Course,"Punta Cana, Dom",72.0,7666.0,4000000.0,2020-09-24T06:30:00,False,True,Punta Cana,,,DOM,America/Dominica,Stroke,7bfb3e89-640f-405b-b3d0-8f327f3530fa,Full,Corales Puntacana Championship,Corales Puntacana Resort & Club Championship,Puntacana Resort & Club (Corales Golf Course),"Punta Cana, Dominican Republic"
209,385,U.S. Open,2020-09-17,2020-09-20,True,False,Winged Foot Golf Club,"Mamaroneck, NY",70.0,7477.0,12500000.0,2020-09-17T06:50:00,False,True,Mamaroneck,NY,,USA,America/New York,Stroke,416a2e0a-d3b3-4518-8560-48bef8b09161,Full,U.S. Open,U.S. Open,Winged Foot GC,"Mamaroneck, NY"
210,406,Safeway Open,2020-09-10,2020-09-13,True,False,Silverado Resort and Spa North,"Napa, CA",72.0,7166.0,6600000.0,2020-09-10T11:00:00,False,True,Napa,CA,,USA,America/Los Angeles,Stroke,6ba4893c-c82e-4269-a0ab-c99a05c854a8,Full,Fortinet Championship,Safeway Open,Silverado Resort and Spa (North Course),"Napa, CA"
211,396,Tour Championship,2020-09-04,2020-09-07,True,False,East Lake Golf Club,"Atlanta, GA",70.0,7346.0,,2020-09-04T12:00:00,False,True,Atlanta,GA,,USA,America/New York,Stroke,6dea365a-c82e-4e6b-a33a-6825560c3500,Full,The TOUR Championship,Tour Championship,East Lake Golf Club,"Atlanta, GA"
212,395,BMW Championship,2020-08-27,2020-08-30,True,False,Olympia Fields CC (North),"Olympia Fields, IL",70.0,7366.0,9500000.0,2020-08-27T12:30:00,False,True,Olympia Fields,IL,,USA,America/Chicago,Stroke,587885ab-0ce0-4687-ae4e-f975d0de9c17,Full,BMW PGA Championship,BMW Championship,Olympia Fields Country Club,"Olympia Fields, IL"
213,394,THE NORTHERN TRUST,2020-08-20,2020-08-23,True,False,TPC Boston,"Norton, MA",71.0,7308.0,9500000.0,2020-08-20T07:20:00,False,True,Norton,MA,,USA,America/New York,Stroke,a39e2a1c-85f2-4b58-94fd-48820b4c02cc,Full,The Northern Trust,THE NORTHERN TRUST,TPC Boston,"Norton, MA"
214,393,Wyndham Championship,2020-08-13,2020-08-16,True,False,Sedgefield CC,"Greensboro, NC",70.0,7131.0,6400000.0,2020-08-13T07:00:00,False,True,Greensboro,NC,,USA,America/New York,Stroke,fc330596-53ce-4715-b962-ca4c54223522,Full,Wyndham Championship,Wyndham Championship,Sedgefield Country Club,"Greensboro, NC"
215,380,PGA Championship,2020-08-06,2020-08-09,True,False,TPC Harding Park,"San Francisco, CA",70.0,7251.0,11000000.0,2020-08-06T10:00:00,False,True,San Francisco,CA,,USA,America/Los Angeles,Stroke,475bb76a-7522-48ab-ae00-dc3be1837b0c,Full,PGA Championship,PGA Championship,TPC Harding Park,"San Francisco, CA"
216,388,Barracuda Championship,2020-07-30,2020-08-02,False,False,Tahoe Mt. Club (Old Greenwood),"Truckee, CA",71.0,7390.0,3500000.0,,False,False,Truckee,CA,,USA,America/Los Angeles,Stableford,88579011-8f40-4d5c-af9e-48102483e66b,Limited,Barracuda Championship,Barracuda Championship,Tahoe Mountain Club (Old Greenwood),"Truckee, CA"
217,387,WGC-FedEx St. Jude Invitational,2020-07-30,2020-08-02,True,False,TPC Southwind,"Memphis, TN",70.0,7277.0,10500000.0,2020-07-30T12:00:00,False,True,Memphis,TN,,USA,America/Chicago,Stroke,6b4ab8ff-8d69-4917-a8a2-d2cfed573e96,Full,St. Jude Championship,WGC-FedEx St. Jude Invitational,TPC Southwind,"Memphis, TN"
218,398,Olympic Men's Golf Competition,2020-07-30,2020-08-02,False,False,Kasumigaseki Country Club,"Saitama, Jpn",71.0,7447.0,,,False,False,Saitama,,,JPN,Asia/Tokyo,Stroke,,Limited,Olympic Men's Golf Competition,,Kasumigaseki Country Club,"Saitama, Jpn"
219,392,3M Open,2020-07-23,2020-07-26,True,False,TPC Twin Cities,"Blaine, MN",71.0,7431.0,6600000.0,2020-07-23T07:50:00,False,True,Blaine,MN,,USA,America/Chicago,Stroke,9abefcdd-10ff-4aad-8a62-e62eb74667ea,Full,3M Open,3M Open,TPC Twin Cities,"Blaine, MN"
220,391,Barbasol Championship,2020-07-16,2020-07-19,False,False,Keene Trace GC,"Nicholasville, KY",72.0,7328.0,,,True,False,Nicholasville,KY,,USA,America/New York,Stroke,1e6774f7-f671-46ed-95c6-7953e41dcc1a,,Barbasol Championship,Barbasol Championship,Keene Trace Golf Club (Champions Course),"Nicholasville, KY"
221,383,the Memorial Tournament pres. by Nationwide,2020-07-16,2020-07-19,True,False,Muirfield Village GC,"Dublin, OH",72.0,7456.0,9300000.0,2020-07-16T07:00:00,False,True,Dublin,OH,,USA,America/New York,Stroke,6d9040b6-4b78-4b77-b815-c76348267899,Full,Memorial Tournament,the Memorial Tournament pres. by Nationwide,Muirfield Village Golf Club,"Dublin, OH"
222,390,The Open Championship,2020-07-16,2020-07-19,False,False,Royal St. George's Golf Club,"Kent, England",70.0,7211.0,,,True,False,"Sandwich, Kent",,,ENG,Europe/London,Stroke,fb40121e-2cdb-484d-86dd-5d2bbc07b790,,The Open Championship,The Open Championship,Royal St. George's Golf Club,"Kent, England"
223,417,Workday Charity Open,2020-07-09,2020-07-12,True,False,Muirfield Village GC,"Dublin, OH",72.0,7456.0,6200000.0,2020-07-09T06:50:00,False,True,Dublin,OH,,USA,America/New York,Stroke,,Full,Workday Charity Open,Workday Charity Open,Muirfield Village Golf Club,"Dublin, OH"
224,389,John Deere Classic,2020-07-09,2020-07-12,False,False,TPC Deere Run,"Silvis, IL",71.0,7268.0,,,True,False,Silvis,IL,,USA,America/Chicago,Stroke,4e0af770-b501-4c43-8cb8-33977b1f6124,,John Deere Classic,John Deere Classic,TPC Deere Run,"Silvis, IL"
225,382,Rocket Mortgage Classic,2020-07-02,2020-07-05,True,False,Detroit Golf Club,"Detroit, MI",72.0,7340.0,7500000.0,2020-07-02T06:45:00,False,True,Detroit,MI,,USA,America/New York,Stroke,9f589ec1-5e41-4cf6-a983-7dd4d43800a9,Full,Rocket Mortgage Classic,Rocket Mortgage Classic,Detroit Golf Club,"Detroit, MI"
226,386,Travelers Championship,2020-06-25,2020-06-28,True,False,TPC River Highlands,"Cromwell, CT",70.0,6841.0,7400000.0,2020-06-25T06:45:00,False,True,Cromwell,CT,,USA,America/New York,Stroke,a4009c5b-97eb-454d-a634-a62f50d294d5,Full,Travelers Championship,Travelers Championship,TPC River Highlands,"Cromwell, CT"
227,376,RBC Heritage,2020-06-18,2020-06-21,True,False,Harbour Town GL,"Hilton Head, SC",71.0,7099.0,7100000.0,2020-06-18T06:45:00,False,True,Hilton Head,SC,,USA,America/New York,Stroke,6144b6c1-00f4-4883-85c8-c4e49b2ed8dd,Full,RBC Heritage,RBC Heritage,Harbour Town Golf Links,"Hilton Head Island, SC"
228,381,Charles Schwab Challenge,2020-06-11,2020-06-14,True,False,Colonial CC,"Fort Worth, TX",70.0,7209.0,7500000.0,2020-06-11T06:50:00,False,True,Fort Worth,TX,,USA,America/Chicago,Stroke,ff2d660f-29b6-41d7-8d07-9ecf91b8e016,Full,Charles Schwab Challenge,Charles Schwab Challenge,Colonial Country Club,"Fort Worth, TX"
229,384,RBC Canadian Open,2020-06-11,2020-06-14,False,False,St. George's Golf and Country Club,"Etobicoke, ON",70.0,7014.0,,,True,False,"Toronto, ON",,,CAN,America/Toronto,Stroke,a75e5cda-7ae4-4749-bbe3-83d5a0e166d4,,RBC Canadian Open,RBC Canadian Open,St. George's Golf and Country Club,"Toronto, ON"
230,379,AT&T Byron Nelson,2020-05-07,2020-05-10,False,False,Trinity Forest Golf Club,"Dallas, TX",71.0,7371.0,,,True,False,Dallas,TX,,USA,America/Chicago,Stroke,4e4131d8-27c9-4370-9ec6-5f59bdcdec70,,AT&T Byron Nelson,AT&T Byron Nelson,Trinity Forest Golf Club,"Dallas, TX"
231,378,Wells Fargo Championship,2020-04-30,2020-05-03,False,False,Quail Hollow Club,"Charlotte, NC",71.0,7600.0,,,True,False,Charlotte,NC,,USA,America/New York,Stroke,f926442a-8480-4892-b796-95ad3c6eb22e,,Wells Fargo Championship,Wells Fargo Championship,Quail Hollow Club,"Charlotte, NC"
232,377,Zurich Classic of New Orleans,2020-04-23,2020-04-26,False,False,TPC of Louisiana,"Avondale, LA",72.0,7425.0,,,True,False,Avondale,LA,,USA,America/Chicago,Team,f5d94cd6-4b75-4625-9111-5b214acc5cd5,,Zurich Classic of New Orleans,Zurich Classic of New Orleans,TPC Louisiana,"Avondale, LA"
233,374,Valero Texas Open,2020-04-02,2020-04-05,False,False,TPC San Antonio (Oaks),"San Antonio, TX",72.0,7435.0,,,True,False,San Antonio,TX,,USA,America/Chicago,Stroke,2061ea3f-f69d-4448-8c2b-ef89dcabe80d,,Valero Texas Open,Valero Texas Open,TPC San Antonio (Oaks Course),"San Antonio, TX"
234,372,WGC-Dell Technologies Match Play,2020-03-25,2020-03-29,False,False,Austin Country Club,"Austin, TX",71.0,7108.0,,,True,False,Austin,TX,,USA,America/Chicago,Match,bebdecd5-0c80-47aa-a05f-4894b4851888,,WGC-Dell Technologies Match Play,WGC-Dell Technologies Match Play,Austin Country Club,"Austin, TX"
235,371,Valspar Championship,2020-03-19,2020-03-22,False,False,Innisbrook Resort -Copperhead,"Palm Harbor, FL",71.0,7340.0,,,True,False,Palm Harbor,FL,,USA,America/New York,Stroke,2f73e1f1-c88f-456b-86d5-a1e15e6fa1ba,,Valspar Championship,Valspar Championship,Innisbrook Resort (Copperhead Course),"Palm Harbor, FL"
236,370,THE PLAYERS Championship,2020-03-12,2020-03-15,False,False,TPC Sawgrass,"Ponte Vedra Beach, FL",72.0,7189.0,,2020-03-12T07:40:00,True,False,Ponte Vedra Beach,FL,,USA,America/New York,Stroke,9885bd37-c9d6-44ec-88e1-b324eb7aaa00,,THE PLAYERS Championship,THE PLAYERS Championship,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL"
237,369,Arnold Palmer Invitational Pres. By Mastercard,2020-03-05,2020-03-08,True,False,Bay Hill Club & Lodge,"Orlando, FL",72.0,7454.0,9300000.0,2020-03-05T06:45:00,False,True,Orlando,FL,,USA,America/New York,Stroke,831d55fe-8738-441e-b0cd-d2025b723cac,Full,Arnold Palmer Invitational,Arnold Palmer Invitational Pres. By Mastercard,Arnold Palmer's Bay Hill Club & Lodge,"Orlando, FL"
238,368,The Honda Classic,2020-02-27,2020-03-01,True,False,PGA National (Champion),"Palm Beach Gardens, FL",70.0,7125.0,7000000.0,2020-02-27T06:45:00,False,True,Palm Beach Gardens,FL,,USA,America/New York,Stroke,cdc0ac26-9559-4bab-8862-24b0c17ad280,Full,Cognizant Classic,The Honda Classic,PGA National Resort & Spa (The Champion),"Palm Beach Gardens, FL"
239,366,WGC-Mexico Championship,2020-02-20,2020-02-23,True,False,Club de Golf Chapultepec,"Mexico City, Mex",71.0,7355.0,10500000.0,,False,True,Mexico City,,,MEX,America/Mexico City,Stroke,f4cddf0c-e324-4e7c-a4c6-3c7808613170,Full,WGC-Mexico Championship,WGC-Mexico Championship,Club De Golf Chapultepec,"Mexico City, Mexico"
240,367,Puerto Rico Open,2020-02-20,2020-02-23,True,False,Grand Reserve Country Club,"Rio Grande, Pur",72.0,7506.0,3000000.0,2020-02-20T07:10:00,False,True,Rio Grande,,,PUR,America/Puerto Rico,Stroke,e492720e-6f7c-43df-a253-94f510e85408,Full,Puerto Rico Open,Puerto Rico Open,Grand Reserve Country Club,"Rio Grande, Puerto Rico"
241,365,The Genesis Invitational,2020-02-13,2020-02-16,True,False,Riviera CC,"Pacific Palisades, CA",71.0,7322.0,9300000.0,2020-02-13T06:45:00,False,True,Pacific Palisades,CA,,USA,America/Los Angeles,Stroke,6b8971b9-ad72-4e6b-8406-238df4dc37c9,Full,The Genesis Invitational,The Genesis Invitational,Riviera Country Club,"Pacific Palisades, CA"
242,364,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,True,False,Pebble Beach GL,"Pebble Beach, CA",72.0,7035.0,7800000.0,2020-02-06T08:00:00,False,True,Pebble Beach,CA,,USA,America/Los Angeles,Stroke,4cafc9c9-4252-48e3-ba1c-dc64f912403a,Full,AT&T Pebble Beach Pro-Am,AT&T Pebble Beach Pro-Am,Spyglass Hill GC,"Pebble Beach, CA"
243,363,Waste Management Phoenix Open,2020-01-30,2020-02-02,True,False,TPC Scottsdale,"Scottsdale, AZ",71.0,7261.0,7300000.0,2020-01-30T07:20:00,False,True,Scottsdale,AZ,,USA,America/Phoenix,Stroke,ab429320-89bd-4f08-aa30-26b3a9b6de97,Full,Waste Management Phoenix Open,Waste Management Phoenix Open,TPC Scottsdale (Stadium Course),"Scottsdale, AZ"
244,362,Farmers Insurance Open,2020-01-23,2020-01-26,True,False,Torrey Pines GC (South),"San Diego, CA",72.0,7258.0,7500000.0,2020-01-23T09:00:00,False,True,San Diego,CA,,USA,America/Los Angeles,Stroke,cdb75001-12a4-43c1-9efa-0319f2aa902c,Full,Farmers Insurance Open,Farmers Insurance Open,Torrey Pines (North Course),"La Jolla, CA"
245,361,The American Express,2020-01-16,2020-01-19,True,False,Stadium Course,"La Quinta, CA",72.0,7060.0,6700000.0,2020-01-16T08:30:00,False,True,La Quinta,CA,,USA,America/Los Angeles,Stroke,406f5027-43e6-4032-913e-e3ad81df8014,Full,Desert Classic,The American Express,La Quinta Country Club,"La Quinta, CA"
246,360,Sony Open in Hawaii,2020-01-09,2020-01-12,True,False,Waialae CC,"Honolulu, HI",70.0,7044.0,6600000.0,2020-01-09T07:10:00,False,True,Honolulu,HI,,USA,Pacific/Honolulu,Stroke,5f617694-fbc4-474c-ac12-42589b9b5cde,Full,Sony Open in Hawaii,Sony Open in Hawaii,Waialae Country Club,"Honolulu, HI"
247,359,Sentry Tournament of Champions,2020-01-02,2020-01-05,True,False,Plantation Course at Kapalua,"Kapalua, Maui, HI",73.0,7596.0,6700000.0,2020-01-02T10:00:00,False,True,"Kapalua, Maui",HI,,USA,Pacific/Honolulu,Stroke,7c169ad4-434a-4231-88c8-778ecdf52283,Full,Tournament of Champions,Sentry Tournament of Champions,Kapalua Resort (Plantation Course),"Kapalua, HI"
248,397,QBE Shootout,2019-12-13,2019-12-15,False,False,Tiburón GC,"Naples, FL",72.0,6556.0,3500000.0,,False,False,Naples,FL,,USA,America/New York,Stroke,,Limited,QBE Shootout,QBE Shootout,Tiburón Golf Course,"Naples, FL"
249,350,Presidents Cup,2019-12-11,2019-12-15,False,False,Royal Melbourne GC,"Melbourne, Victoria, Aus",71.0,7047.0,,,False,False,"Melbourne, Victoria",,,AUS,Australia/Sydney,TeamMatch,7938d847-1b06-411a-8117-e02d48f4772d,Limited,The Presidents Cup,,Royal Melbourne GC,"Melbourne, Victoria, Aus"
250,358,Hero World Challenge,2019-12-04,2019-12-07,True,False,Albany,"New Providence, Bah",72.0,7309.0,3500000.0,2019-12-04T10:40:00,False,True,New Providence,,,BAH,America/Nassau,Stroke,04d968a3-3bc5-4d9c-93eb-d33aa19baa74,Full,Hero World Challenge,Hero World Challenge,Albany,"New Providence, Bahamas"
251,357,The RSM Classic,2019-11-21,2019-11-24,True,False,Sea Island Resort (Seaside),"Sea Island, GA",70.0,7005.0,6600000.0,2019-11-21T09:15:00,False,True,Sea Island,GA,,USA,America/New York,Stroke,da6bff4c-8bd8-418b-9e04-a1cdce0e1fcf,Full,RSM Classic,The RSM Classic,Sea Island Resort (Seaside Course),"Saint Simons Island, GA"
252,356,Mayakoba Golf Classic,2019-11-14,2019-11-17,True,False,El Camaleon GC,"Playa del Carmen, Mex",71.0,7017.0,7200000.0,2019-11-14T07:00:00,False,True,Playa del Carmen,,,MEX,America/Cancun,Stroke,538f526e-34dc-4883-99ae-d991a66a6e9e,Full,World Wide Technology Championship,Mayakoba Golf Classic,El Camaleón Golf Course at Mayakoba,"Quintana Roo, Mexico"
253,349,Bermuda Championship,2019-10-31,2019-11-03,True,False,Port Royal GC,"Southampton, Ber",71.0,6828.0,3000000.0,2019-10-31T07:35:00,False,True,Southampton,,,BER,Atlantic/Bermuda,Stroke,61a8dc0b-6f49-411e-b93d-a3e01cd721c7,Full,Bermuda Championship,Bermuda Championship,Port Royal Golf Course,"Southampton Parish, Bermuda"
254,355,WGC-HSBC CHAMPIONS,2019-10-30,2019-11-03,True,False,Sheshan International GC,"Shanghai, Chn",72.0,7264.0,10250000.0,2019-10-30T20:45:00,False,True,Shanghai,,,CHN,Asia/Shanghai,Stroke,e1a1f28c-f025-489c-ad7a-f67f20ebc72a,Full,WGC-HSBC Champions,World Golf Championships-HSBC Champions,Sheshan International GC,"Shanghai, China"
